projectname,package,top_package,comment,classification
Hive,Hive,Hive,'//  UNDONE: How to look for all NULLs in a multi-key?????  Let nulls through for now. ',DESIGN
Hive,Hive,Hive,'//  Note: this can still conflict with parallel transactions. We do not currently handle         parallel changes from two admins (by design :(). ',DESIGN
Hive,Hive,Hive,'//  TODO: time good enough for now - we\'ll likely improve this.   We may also work in something the equivalent of pid, thrid and move to nanos to ensure   uniqueness. ',DESIGN
Hive,Hive,Hive,'//  FIXME: somehow place pointers that re-execution compilation have failed; the query have been successfully compiled before? ',DESIGN
Hive,Hive,Hive,'//  UNDONE: Haven\'t finished isRepeated ',DESIGN
Hive,Hive,Hive,'//  hack, instead figure out a way to get the db paths ',DESIGN
Hive,Hive,Hive,'// TODO: support complex types   for complex type we simply return 0 ',DESIGN
Hive,Hive,Hive,'//  TODO: the control flow for this needs to be defined. Hive is supposed to be thread-local. ',IMPLEMENTATION
Hive,Hive,Hive,'// todo: should be at the top of the file... ',DESIGN
Hive,Hive,Hive,'//  Get rid of TOK_SELEXPR ',DESIGN
Hive,Hive,Hive,'//  Clear the work map after build. TODO: remove caching instead? ',IMPLEMENTATION
Hive,Hive,Hive,'//  DO_NOT_UPDATE_STATS is supposed to be a transient parameter that is only passed via RPC   We want to avoid this property from being persistent.     NOTE: If this property *is* set as table property we will remove it which is incorrect but   we can\'t distinguish between these two cases     This problem was introduced by HIVE-10228. A better approach would be to pass the property ',DESIGN
Hive,Hive,Hive,'//  This is using the payload from the RootVertexInitializer corresponding   to InputName. Ideally it should be using it\'s own configuration class -   but that ',DESIGN
Hive,Hive,Hive,'//  like HiveHBaseTableInputFormat cannot be used with this (todo) ',DESIGN
Hive,Hive,Hive,'//  @deprecated in favour of {@link HCatTable.#collectionItemsTerminatedBy()}. To be removed in Hive 0.16. ',DESIGN
Hive,Hive,Hive,'//  TODO: Once HBASE-11163 is completed, use that API, or switch to   using mapreduce version of the APIs. rather than mapred   Copied from HBase\'s TableMapreduceUtil since it is not public API ',DESIGN
Hive,Hive,Hive,'//  TODO: Fetch partitions in batches?   TODO: Threadpool to process partitions? ',IMPLEMENTATION
Hive,Hive,Hive,'//  TODO : simple wrap & rethrow for now, clean up with error codes ',DESIGN
Hive,Hive,Hive,'// todo: add method to only get current i.e. skip history - more efficient ',DESIGN
Hive,Hive,Hive,'/*  * Simple wrapper of object with ObjectInspector. *  * TODO: we need to redefine the hashCode and equals methods, so that it can be * put into a HashMap as a key. *  * This class also serves as a facility for a function that returns both an * object and an ObjectInspector.  */',DESIGN
Hive,Hive,Hive,'//  The ordering of types here is used to determine which numeric types   are common/convertible to one another. Probably better to rely on the   ordering explicitly defined here than to assume that the enum values   that were arbitrarily assigned in PrimitiveCategory work for our purposes. ',DESIGN
Hive,Hive,Hive,'//  Something else is wrong ',DESIGN
Hive,Hive,Hive,'//  TODO: Comments in RexShuttle.visitCall() mention other   types in this category. Need to resolve those together   and preferably in the base class RexShuttle. ',DESIGN
Hive,Hive,Hive,'//  TODO: Verify if this is needed (Why can\'t it be always null/empty ',DESIGN
Hive,Hive,Hive,'//  is the outer join that we saw most recently is a right outer join? ',DESIGN
Hive,Hive,Hive,'//  TODO: this relies on HDFS not changing the format; we assume if we could get inode ID, this         is still going to work. Otherwise, file IDs can be turned off. Later, we should use         as public utility method in HDFS to obtain the inode-based path. ',DESIGN
Hive,Hive,Hive,'//  TODO: should it rather do a prefix? ',DESIGN
Hive,Hive,Hive,'/*    * TODO This method is temporary. Ideally Hive should only need to pass to Tez the amount of memory   *      it requires to do the map join, and Tez should take care of figuring out how much to allocate   * Adjust the percentage of memory to be reserved for the processor from Tez   * based on the actual requested memory by the Map Join, i.e. HIVECONVERTJOINNOCONDITIONALTASKTHRESHOLD   * @return the adjusted percentage    */',DESIGN
Hive,Hive,Hive,'//  A hack to verify that authorization check passed. Exception can be thrown be cause   the functions are not being called with valid params.   verify that exception has come from ObjectStore code, which means that the ',DESIGN
Hive,Hive,Hive,'//  TODO: should this use getUserFromAuthenticator? ',DESIGN
Hive,Hive,Hive,'// TODO: Move this to calcite ',DESIGN
Hive,Hive,Hive,'//  TODO: add this to metadatareader in ORC - SI => metadata buffer, not just metadata. ',IMPLEMENTATION
Hive,Hive,Hive,'//  TODO: This should come from type system; Currently there is no definition ',DESIGN
Hive,Hive,Hive,'//  TODO At the moment there\'s no way of knowing whether a query is running or not.   A race is possible between dagComplete and registerFragment - where the registerFragment   is processed after a dagCompletes.   May need to keep track of completed dags for a certain time duration to avoid this.   Alternately - send in an explicit dag start message before any other message is processed.   Multiple threads communicating from a single AM gets in the way of this. ',DESIGN
Hive,Hive,Hive,'/*     Should we allow writing to non-transactional tables in an explicit transaction?  The user may    issue ROLLBACK but these tables won\'t rollback.    Can do this by checking ReadEntity/WriteEntity to determine whether it\'s reading/writing    any non acid and raise an appropriate error    * Driver.acidSinks and Driver.transactionalInQuery can be used if any acid is in the query */',DESIGN
Hive,Hive,Hive,'//  TODO: implement? ',IMPLEMENTATION
Hive,Hive,Hive,'// todo: what is this checking???? ',IMPLEMENTATION
Hive,Hive,Hive,'//  I think this is wrong, the drop table statement should come on the table topic not the   DB topic - Alan. ',DESIGN
Hive,Hive,Hive,'//  TODO: rather, Tez sessions should not depend on SessionState. ',DESIGN
Hive,Hive,Hive,'//  todo: support tez/vectorization ',IMPLEMENTATION
Hive,Hive,Hive,'//  TODO: read this somewhere useful, like the task scheduler ',DESIGN
Hive,Hive,Hive,'//  TODO Add support for serialization of values here ',IMPLEMENTATION
Hive,Hive,Hive,'//  TODO: Convert genIncludedColumns and setSearchArgument to use TypeDescription. ',DESIGN
Hive,Hive,Hive,'//  TODO: when this code is a little less hot, change most logs to debug.   We will determine what to do under lock and then do stuff outside of the lock.   The approach is state-based. We consider the task to have a duck when we have decided to   give it one; the sends below merely fix the discrepancy with the actual state. We may add the   ability to wait for LLAPs to positively ack the revokes in future.   The \"procedural\" approach requires that we track the ducks traveling on network,   concurrent terminations, etc. So, while more precise it\'s much more complex. ',DESIGN
Hive,Hive,Hive,'//  TODO: why doesn\'t this use context? ',DESIGN
Hive,Hive,Hive,'//  Note: this is redundant with types ',DESIGN
Hive,Hive,Hive,'//  The following 2 lines are exactly what MySQL does TODO: why do we do this? ',DESIGN
Hive,Hive,Hive,'//  temporary variable for testing. This is added just to turn off this feature in case of a bug in   deployment. It has not been documented in hive-default.xml intentionally, this should be removed ',DESIGN
Hive,Hive,Hive,'//  TODO need session handle ',IMPLEMENTATION
Hive,Hive,Hive,'//  This is kind of hacky - the read entity contains the old table, whereas   the write entity   contains the new table. This is needed for rename - both the old and the   new table names are   passed ',DESIGN
Hive,Hive,Hive,'//  UNDONE: For now, don\'t add more small keys... ',DESIGN
Hive,Hive,Hive,'//  TODO: can this ever happen? ',DESIGN
Hive,Hive,Hive,'//  TODO: there\'s a potential problem here if some table uses external schema like Avro,         with a very large type name. It seems like the view does not derive the SerDe from         the table, so it won\'t be able to just get the type from the deserializer like the         table does; we won\'t be able to properly store the type in the RDBMS metastore. ',DESIGN
Hive,Hive,Hive,'//  TODO: this should depends on input format and be in a map, or something. ',DESIGN
Hive,Hive,Hive,'//  TODO: we can actually consider storing ALL the delta encoded row offsets - not a lot of         overhead compared to the data itself, and with row offsets, we could use columnar         blocks for inconsistent splits. We are not optimizing for inconsistent splits for now. ',DESIGN
Hive,Hive,Hive,'//  TODO: should this just use physical IDs? ',DESIGN
Hive,Hive,Hive,'//  TODO: wtf?!! why is this in this method? This has nothing to do with anything. ',DESIGN
Hive,Hive,Hive,'//  This class isn\'t used and I suspect does totally the wrong thing.  It\'s only here so that I   can provide some output format to the tables and partitions I create.  I actually write to ',DESIGN
Hive,Hive,Hive,'//  TODO: does arg need type cast? ',DESIGN
Hive,Hive,Hive,'// what??!! ',DESIGN
Hive,Hive,Hive,'//  TODO not sure this is the right exception ',DESIGN
Hive,Hive,Hive,'//  we need to convert the Hive type to the SQL type name   TODO: this would be better handled in an enum ',DESIGN
Hive,Hive,Hive,'//  TODO: NPE should not be thrown ',IMPLEMENTATION
Hive,Hive,Hive,'//  CONSIDER: Allocate a larger initial size. ',DESIGN
Hive,Hive,Hive,'//  No good way to find out (may even have no app). ',DESIGN
Hive,Hive,Hive,'//  Hardcode SASL here. ZKDTSM only supports none or sasl and we never want none. ',IMPLEMENTATION
Hive,Hive,Hive,'//  We support List<Object>, Set<Object> and Object[]   so we have to do differently. ',DESIGN
Hive,Hive,Hive,'//  If wh is still null after just having initialized it, bail out - something\'s very wrong. ',DESIGN
Hive,Hive,Hive,'//  TODO Convert this to an Assert.fail once HIVE-14682 is fixed ',DEFECT
Hive,Hive,Hive,'//  TODO: we should be able to enable caches separately ',IMPLEMENTATION
Hive,Hive,Hive,'//  For dynamic partitioned hash join, the big table will also be coming from a ReduceSinkOperator   Check for this condition.   TODO: use indexOf(), or parentRS.getTag()? ',DESIGN
Hive,Hive,Hive,'//  TODO:   Following HiveSubQueryFinder has been copied from RexUtil::SubQueryFinder   since there is BUG in there (CALCITE-1726).   Once CALCITE-1726 is fixed we should get rid of the following code ',DESIGN
Hive,Hive,Hive,'//  TODO: Extend rule so it can be applied for these cases. ',DESIGN
Hive,Hive,Hive,'//  TODO: Support case DATE: ',IMPLEMENTATION
Hive,Hive,Hive,'//  TODO figure out a better way to set repeat for Binary type ',DESIGN
Hive,Hive,Hive,'//  TODO: If we are ok with breaking compatibility of existing 3rd party StorageHandlers,   this method could be moved to the HiveStorageHandler interface. ',DESIGN
Hive,Hive,Hive,'//  TODO: This global lock may not be necessary as all concurrent methods in ICacheableMetaStoreClient   are synchronized. ',DESIGN
Hive,Hive,Hive,'// todo: FileSystem#setPermission() - should this make sure to set 777 on jobs/ ? ',DESIGN
Hive,Hive,Hive,'/*  * Builder for relational expressions. * TODO: *  Note that this is copied from Calcite\'s RelBulder *  because CALCITE-1493 hasn\'t been fixed yet *  This should be deleted and replaced with RelBuilder in SubqueryRemoveRule *  once CALCITE-1493 is fixed. *  EDIT: Although CALCITE-1493 has been fixed and released but HIVE now has special handling *    in join (it gets a flag to see if semi join is to be created or not). So we still can not *    replace this with Calcite\'s RelBuilder * * <p>{@code RelBuilder} does not make possible anything that you could not * also accomplish by calling the factory methods of the particular relational * expression. But it makes common tasks more straightforward and concise. * * <p>{@code RelBuilder} uses factories to create relational expressions. * By default, it uses the default factories, which create logical relational * expressions ({@link org.apache.calcite.rel.logical.LogicalFilter}, * {@link org.apache.calcite.rel.logical.LogicalProject} and so forth). * But you could override those factories so that, say, {@code filter} creates * instead a {@code HiveFilter}. * * <p>It is not thread-safe.  */',DESIGN
Hive,Hive,Hive,'//  TODO: Setting autocommit should not generate an exception as long as it is set to false   beeLine.autocommitStatus(getConnection()); ',DESIGN
Hive,Hive,Hive,'//  TODO: precision and scale would be practically invalid for string conversion (38,38) ',DESIGN
Hive,Hive,Hive,'//  TODO: Should this really default to FETCH_NEXT? ',DESIGN
Hive,Hive,Hive,'//  TODO: Not sure about the use of this. Should we instead use workerIdentity as sessionId? ',DESIGN
Hive,Hive,Hive,'//  @deprecated in favour of {@link HCatTable.#tableType(HCatTable.Type)}. To be removed in Hive 0.16. ',DESIGN
Hive,Hive,Hive,'//  TODO: trace ranges here? Between data cache and incomplete cb cache ',IMPLEMENTATION
Hive,Hive,Hive,'//  FIXME: retain old error; or create a new one? ',DESIGN
Hive,Hive,Hive,'//  we don\'t remove the work from the sparkWork here. The removal is done later. ',DESIGN
Hive,Hive,Hive,'//  TODO: need to move from Python to Java for the rest of the script. ',DESIGN
Hive,Hive,Hive,'//  check if input pruning is possible   TODO: this code is buggy - it relies on having one file per bucket; no MM support (by design). ',DESIGN
Hive,Hive,Hive,'//  todo: strictly speaking you can commit an empty txn, thus 2nd conjunct is wrong but   only   possible for for multi-stmt txns ',DESIGN
Hive,Hive,Hive,'//  View DDL   \"alter view add partition\" does not work because of the nature of implementation   of the DDL in hive. Hive will internally invoke another Driver on the select statement,   and HCat does not let \"select\" statement through. I cannot find a way to get around it   without modifying hive code. So just leave it unsupported. ',DESIGN
Hive,Hive,Hive,'// todo: to test these need to link against 3.x libs - maven profiles?  runStatementOnDriver(\"create table TFlat (a int, b int) stored as orc tblproperties(\'transactional\'=\'false\')\");  runStatementOnDriver(\"create table TFlatText (a int, b int) stored as textfile tblproperties(\'transactional\'=\'false\')\"); ',DESIGN
Hive,Hive,Hive,'//  NOTE : This is hacky, and this section of code is fragile depending on DN code varnames   so it\'s likely to stop working at some time in the future, especially if we upgrade DN   versions, so we actively need to find a better way to make sure the leak doesn\'t happen   instead of just clearing out the cache after every call. ',DESIGN
Hive,Hive,Hive,'//  TODO: should never happen? ',DESIGN
Hive,Hive,Hive,'//  UNDONE: Don\'t know why HIVE-12894 causes this to return 0?   assertEquals(0.33, reader.getProgress(), 0.01); ',DESIGN
Hive,Hive,Hive,'//  @deprecated in favour of {@link HCatTable.#getLocation()}. To be removed in Hive 0.16. ',DESIGN
Hive,Hive,Hive,'//  we do not support Windows, we will revisit this if we really need it for windows. ',DESIGN
Hive,Hive,Hive,'//  Pass an empty list as no columns will be written to the file.   TODO I should be able to make this work for update ',IMPLEMENTATION
Hive,Hive,Hive,'//  TODO: throw an exception? ',DESIGN
Hive,Hive,Hive,'//  TODO: move to DynamicSerDe when it\'s ready ',DESIGN
Hive,Hive,Hive,'//  TODO: Replace with direct call to ProgressHelper, when reliably available. ',DESIGN
Hive,Hive,Hive,'//  TODO: this is the only place that uses keepTmpDir. Why? ',DESIGN
Hive,Hive,Hive,'//  TODO: use serdeConstants.COLLECTION_DELIM when the typo is fixed ',DESIGN
Hive,Hive,Hive,'//  Indicates whether a node had a recent communication failure.   This is primarily for tracking and logging purposes for the moment.   TODO At some point, treat task rejection and communication failures differently. ',DESIGN
Hive,Hive,Hive,'//  TODO: move other protocols to use this too. ',DESIGN
Hive,Hive,Hive,'//  TODO Move the following 2 properties out of Configuration to a constant. ',DESIGN
Hive,Hive,Hive,'/*  * Creates size estimators for java objects. The estimators attempt to do most of the reflection * work at initialization time, and also take some shortcuts, to minimize the amount of work done * during the actual estimation. * TODO: clean up  */',DESIGN
Hive,Hive,Hive,'//  TODO: move to a base class? ',DESIGN
Hive,Hive,Hive,'//  Since the MapJoin has had all of its other parents removed at this point,   it would be bad here if processReduceSinkToHashJoin() tries to do anything ',DESIGN
Hive,Hive,Hive,'// todo: should this be done for MM?  is it ok to use CombineHiveInputFormat with MM ',DESIGN
Hive,Hive,Hive,'//  todo this should be changed to be evaluated lazily, especially for single segment case ',DESIGN
Hive,Hive,Hive,'//  TODO Disable blacklisting in Tez when using LLAP, until this is properly supported.   Blacklisting can cause containers to move to a terminating state, which can cause attempt to be marked as failed.   This becomes problematic when we set #allowedFailures to 0   TODO HIVE-13484 What happens when we try scheduling a task on a node that Tez at this point thinks is blacklisted. ',DESIGN
Hive,Hive,Hive,'// todo should this check be in conformToAcid()? ',DESIGN
Hive,Hive,Hive,'//  TODO: Split count is not same as no of buckets ',DESIGN
Hive,Hive,Hive,'// TODO: Cols that come through PTF should it retain (VirtualColumness)? ',DESIGN
Hive,Hive,Hive,'//  TODO : verify if any quoting is needed for keys ',DESIGN
Hive,Hive,Hive,'// todo: this should check that the job actually completed and likely use completion time ',DESIGN
Hive,Hive,Hive,'//  TODO: move this to logicalEquals ',DESIGN
Hive,Hive,Hive,'/*  * TODO:<br> * 1. Could we use combined RR instead of list of RR ?<br> * 2. Use Column Processing from TypeCheckProcFactory<br> * 3. Why not use GB expr ?  */',DESIGN
Hive,Hive,Hive,'//  TODO: Temporary for debugging. Doesn\'t interfere with MTT failures (unlike LOG.debug). ',DESIGN
Hive,Hive,Hive,'//  TODO Deprecation reason does not seem to reflect in the config ?   The ordering is important in case of keys which are also deprecated.   Unset will unset the deprecated keys and all its variants. ',DESIGN
Hive,Hive,Hive,'//  GrpSet Col already part of input RS   TODO: Can\'t we just copy the ExprNodeDEsc from input (Do we need to   explicitly set table alias to null & VC to false ',DESIGN
Hive,Hive,Hive,'// todo: DataOperationType is set conservatively here, we\'d really want to distinguish update/delete  and insert/select and if resource (that is written to) is ACID or not ',DESIGN
Hive,Hive,Hive,'//  TODO [MM gap]: CTAS may currently be broken. It used to work. See the old code, and why isCtas isn\'t used? ',DESIGN
Hive,Hive,Hive,'// todo: add partitioned table that needs conversion to MM/Acid ',IMPLEMENTATION
Hive,Hive,Hive,'//  TODO: Do we really need all this nonsense? ',IMPLEMENTATION
Hive,Hive,Hive,'//  This is bad, but we have to sort the keys of the maps in order   to be commutative. ',DESIGN
Hive,Hive,Hive,'// @TODO this seems to be the same as org.apache.hadoop.hive.ql.parse.CalcitePlanner.TableType.DRUID do we really need both ',DESIGN
Hive,Hive,Hive,'//  TODO: NPE should not be thrown. ',IMPLEMENTATION
Hive,Hive,Hive,'/*  * Tests for the worker thread and its MR jobs. * todo: most delta files in this test suite use txn id range, i.e. [N,N+M] * That means that they all look like they were created by compaction or by streaming api. * Delta files created by SQL should have [N,N] range (and a suffix in v1.3 and later) * Need to change some of these to have better test coverage.  */',DESIGN
Hive,Hive,Hive,'//  not good if we reach here, this was initialized at setMetaStoreHandler() time.   this means handler.getWh() is returning null. Error out. ',DESIGN
Hive,Hive,Hive,'/*  * The processor context for partition pruner. This contains the table alias * that is being currently processed. * TODO: this class may be not useful.  */',DESIGN
Hive,Hive,Hive,'//  @deprecated in favour of {@link HCatTable.#nullDefinedAs()}. To be removed in Hive 0.16. ',DESIGN
Hive,Hive,Hive,'//  TODO: enable this for production debug, switching between two small buffers?  new CasLog(); ',DESIGN
Hive,Hive,Hive,'/*  * A helper class to isolate newer HBase features from users running against older versions of * HBase that don\'t provide those features. * * TODO: remove this class when it\'s okay to drop support for earlier version of HBase.  */',DESIGN
Hive,Hive,Hive,'//  NOTE: For Uniform Hash or no buckets/partitions, when the key is empty, we will use the VectorReduceSinkEmptyKeyOperator instead. ',DESIGN
Hive,Hive,Hive,'//  TODO: verify if this is needed ',DESIGN
Hive,Hive,Hive,'//  TODO: this class is completely unnecessary... 1-on-1 mapping with parent. ',DESIGN
Hive,Hive,Hive,'/*    * If moving across different FileSystems or differnent encryption zone, need to do a File copy instead of rename.   * TODO- consider if need to do this for different file authority.   * @throws HiveException    */',DESIGN
Hive,Hive,Hive,'//  TODO: support propagation for partitioning/ordering in windowing ',IMPLEMENTATION
Hive,Hive,Hive,'//  named columns join   TODO: we can also do the same for semi join but it seems that other   DBMS does not support it yet. ',IMPLEMENTATION
Hive,Hive,Hive,'/*  * Helper class that generates SQL queries with syntax specific to target DB * todo: why throw MetaException?  */',DESIGN
Hive,Hive,Hive,'//  We can continue   TODO: Need to check that this is the same MV that we are rebuilding ',IMPLEMENTATION
Hive,Hive,Hive,'//  Guess if CommonJoinResolver will work. If CommonJoinResolver may   convert a join operation, correlation optimizer will not merge that join.   TODO: If hive.auto.convert.join.noconditionaltask=true, for a JoinOperator   that has both intermediate tables and query input tables as input tables,   we should be able to guess if this JoinOperator will be converted to a MapJoin   based on hive.auto.convert.join.noconditionaltask.size. ',DESIGN
Hive,Hive,Hive,'//  TODO: could we log in from ticket cache instead? no good method on UGI right now. ',DESIGN
Hive,Hive,Hive,'//  TODO: support for binary spec? presumably we\'d parse it somewhere earlier ',DESIGN
Hive,Hive,Hive,'//  redundant TODO: callers of this often get part_vals out of name for no reason... ',DESIGN
Hive,Hive,Hive,'//  TODO MS-SPLIT for now, keep a copy of HiveConf around as we need to call other methods with   it. This should be changed to Configuration once everything that this calls that requires   HiveConf is moved to the standalone metastore. ',DESIGN
Hive,Hive,Hive,'/*    * Closes the client releasing any {@link IMetaStoreClient meta store} connections held. Does not notify any open   * transactions (TODO: perhaps it should?)    */',DESIGN
Hive,Hive,Hive,'//  TODO: will this work? ',DEFECT
Hive,Hive,Hive,'//  We don\'t have the entire part; copy both whatever we intended to cache, and the rest,   to an allocated buffer. We could try to optimize a bit if we have contiguous buffers   with gaps, but it\'s probably not needed. ',DESIGN
Hive,Hive,Hive,'/*      * TODO: Hack fix until HIVE-5848 is addressed. non-exact type shouldn\'t be promoted     * to exact type, as FunctionRegistry.getCommonClass() might do. This corrects     * that.      */',DESIGN
Hive,Hive,Hive,'//  FIXME: old implementation returned null; exception maybe? ',DEFECT
Hive,Hive,Hive,'//  Optimize the scenario when there are no grouping keys - only 1 reducer is needed ',DESIGN
Hive,Hive,Hive,'//  TODO: is Decimal an exact numeric or approximate numeric? ',DESIGN
Hive,Hive,Hive,'//  TODO: why doesn\'t this use one of the existing options implementations?! ',IMPLEMENTATION
Hive,Hive,Hive,'//  Ensure there\'s no threadlocal. We don\'t expect one.   We don\'t ever want to create key paths with world visibility. Why is that even an option?!! ',DESIGN
Hive,Hive,Hive,'/*    * todo: when job is complete, should print the msgCount table to log     */',DESIGN
Hive,Hive,Hive,'//  TODO explain should use a FetchTask for reading ',DESIGN
Hive,Hive,Hive,'//  This detail not desired. ',DESIGN
Hive,Hive,Hive,'//  TODO: use the other HdfsUtils here ',DESIGN
Hive,Hive,Hive,'//  First, check if the registry has been updated since the error, and skip the error if   we have received new, valid registry info (TODO: externally, add a grace period for this?). ',IMPLEMENTATION
Hive,Hive,Hive,'//  TODO: calculate from cached values. ',IMPLEMENTATION
Hive,Hive,Hive,'//  Array size not big enough? ',DESIGN
Hive,Hive,Hive,'//  UNDONE: Needed to longTest? ',DESIGN
Hive,Hive,Hive,'//  TODO Reduce the number of lookups that happen here. This shouldn\'t go to HDFS for each call. ',DESIGN
Hive,Hive,Hive,'//  No data to read for this stripe. Check if we have some included index-only columns.   TODO: there may be a bug here. Could there be partial RG filtering on index-only column? ',DESIGN
Hive,Hive,Hive,'//  FIXME. Do the right thing Luke. ',DESIGN
Hive,Hive,Hive,'//  TODO make it so I can randomize the column order ',DESIGN
Hive,Hive,Hive,'//  TODO: right now we treat each slice as a stripe with a single RG and never bother         with indexes. In phase 4, we need to add indexing and filtering. ',DESIGN
Hive,Hive,Hive,'//  TODO: a pattern from Curator. Better error handling? ',DESIGN
Hive,Hive,Hive,'//  IO thread pool. Listening is used for unhandled errors for now (TODO: remove?) ',DESIGN
Hive,Hive,Hive,'//  Now, we need to look for any values that the user set that MetastoreConf doesn\'t know about.   TODO Commenting this out for now, as it breaks because the conf values aren\'t getting properly   interpolated in case of variables.  See HIVE-17788. ',DESIGN
Hive,Hive,Hive,'//  FIXME: including this in the signature will almost certenly differ even if the operator is doing the same   there might be conflicting usages of logicalCompare? ',DEFECT
Hive,Hive,Hive,'//  MultiMRInput may not. Fix once TEZ-3302 is resolved. ',DESIGN
Hive,Hive,Hive,'//  Preempt only if there are no pending preemptions on the same host   When the premption registers, the request at the highest priority will be given the slot,   even if the initial preemption was caused by some other task.   TODO Maybe register which task the preemption was for, to avoid a bad non-local allocation. ',DESIGN
Hive,Hive,Hive,'//  TODO: this is wrong; this test sets up dummy txn manager and so it cannot create ACID tables.         This used to work by accident, now this works due a test flag. The test needs to be fixed.         Also applies for a couple more tests. ',TEST
Hive,Hive,Hive,'//  TODO: why is this needed? we could just save the host and port? ',DESIGN
Hive,Hive,Hive,'//  TODO There needs to be a mechanism to figure out different attempts for the same task. Delays   could potentially be changed based on this. ',DESIGN
Hive,Hive,Hive,'// it\'s not wrong to take all delete events for bucketed tables but it\'s more efficient  to only take those that belong to the \'bucket\' assuming we trust the file name  un-bucketed table - get all files ',DESIGN
Hive,Hive,Hive,'/*        * Determine an *initial* input vector expression.       *       * Note: we may have to convert it later from DECIMAL_64 to regular decimal.        */',DESIGN
Hive,Hive,Hive,'//  Note - this is a little bit confusing; the special treatment of stripe-level buffers   is because we run the ColumnStreamData refcount one ahead (as specified above). It   may look like this would release the buffers too many times (one release from the   consumer, one from releaseInitialRefcounts below, and one here); however, this is   merely handling a special case where all the batches that are sharing the stripe-   level stream have been processed before we got here; they have all decRef-ed the CSD,   but have not released the buffers because of that extra refCount. So, this is   essentially the \"consumer\" refcount being released here. ',DESIGN
Hive,Hive,Hive,'//  this doesn\'t always work, since some JDBC drivers (e.g.,   Oracle\'s) return a blank string from getTableName. ',DESIGN
Hive,Hive,Hive,'//  TODO: Can this be moved out of the main callback path ',DESIGN
Hive,Hive,Hive,'// TODO: add more expected test result here ',TEST
Hive,Hive,Hive,'//  TODO MS-SPLIT - for now we have construct this by reflection because IMetaStoreClient   can\'t be   moved until after HiveMetaStore is moved, which can\'t be moved until this is moved. ',DESIGN
Hive,Hive,Hive,'// todo: need a test where we actually have more than 1 file ',TEST
Hive,Hive,Hive,'//  Here comes the ugly part... ',DESIGN
Hive,Hive,Hive,'//  To be removed in Hive 0.16. ',DESIGN
Hive,Hive,Hive,'//  OPTIMIZATION for later. ',DESIGN
Hive,Hive,Hive,'//  Is there a way to provide char length here?   It might actually be ok as long as there is an object inspector (with char length)   receiving this value. ',DESIGN
Hive,Hive,Hive,'//  This command exists solely to output this message. TODO: can we do it w/o an error? ',DESIGN
Hive,Hive,Hive,'//  TODO: Add support for AND clauses under OR clauses   first-cut takes a known minimal tree and no others.   $expr = (a=1)           (a=1 or a=2)           (a in (1,2))           ($expr and *) ',IMPLEMENTATION
Hive,Hive,Hive,'//  TODO: Set this up as a tree, instead of a flat list. ',DESIGN
Hive,Hive,Hive,'/*  * Operator factory for predicate pushdown processing of operator graph Each * operator determines the pushdown predicates by walking the expression tree. * Each operator merges its own pushdown predicates with those of its children * Finally the TableScan operator gathers all the predicates and inserts a * filter operator after itself. TODO: Further optimizations 1) Multi-insert * case 2) Create a filter operator for those predicates that couldn\'t be pushed * to the previous operators in the data flow 3) Merge multiple sequential * filter predicates into so that plans are more readable 4) Remove predicates * from filter operators that have been pushed. Currently these pushed * predicates are evaluated twice.  */',DESIGN
Hive,Hive,Hive,'//  HIVE-12244 call currently ineffective ',DESIGN
Hive,Hive,Hive,'//  Note: no location check; the buffer is always locked for move here. ',DESIGN
Hive,Hive,Hive,'//  TODO MS-SPLIT For now if we cannot load the default PartitionExpressionForMetastore   class (since it\'s from ql) load the DefaultPartitionExpressionProxy, which just throws   UnsupportedOperationExceptions.  This allows existing Hive instances to work but also   allows us to instantiate the metastore stand alone for testing.  Not sure if this is   the best long term solution. ',DESIGN
Hive,Hive,Hive,'//  TODO: this is very brittle given that Hive supports nested directories in the tables.         The caller should pass a flag explicitly telling us if the directories in the         input are data, or parent of data. For now, retain this for backward compat. ',DESIGN
Hive,Hive,Hive,'//  TODO: these appear to always be called under write lock. Do they need sync? ',DESIGN
Hive,Hive,Hive,'//  TODO: we could perhaps reuse the same directory for HiveResources? ',DESIGN
Hive,Hive,Hive,'/*    * If there\'s a mismatch between static and object name, or a mismatch between   * vector and non-vector operator name, the optimizer doens\'t work correctly.    */',DESIGN
Hive,Hive,Hive,'//  Not really sure how to refer to this (or if we can).   TODO: We could find a different from branch for the union, that might have an alias?         Or we could add an alias here to refer to, but that might break other branches. ',DESIGN
Hive,Hive,Hive,'//  TODO : instantiating FS objects are generally costly. Refactor ',DESIGN
Hive,Hive,Hive,'//  TODO: when PB is upgraded to 2.6, newInstance(ByteBuffer) method should be used here. ',DESIGN
Hive,Hive,Hive,'/*  All the code paths below propagate nulls even if neither arg2 nor arg3     * have nulls. This is to reduce the number of code paths and shorten the     * code, at the expense of maybe doing unnecessary work if neither input     * has nulls. This could be improved in the future by expanding the number     * of code paths.      */',DESIGN
Hive,Hive,Hive,'//  @deprecated in favour of {@link HCatPartition.#getPartitionKeyValMap()}. To be removed in Hive 0.16. ',DESIGN
Hive,Hive,Hive,'// TODO: Remove this once Calcite FilterProjectTransposeRule can take rule operand ',DESIGN
Hive,Hive,Hive,'//  TODO: we could fall back to trying one by one and only ignore the failed ones. ',DESIGN
