@relation comments
@attribute projectname string
@attribute package string
@attribute top_package string
@attribute comment string
@data
'Gradle','Gradle','Gradle','//  TODO - this is all terribly lame. We need some proper reporting here (which means implementing Reporting). '
'Gradle','Gradle','Gradle','//  TODO - implement these cases '
'Gradle','Gradle','Gradle','//  TODO(daniel): Swift compiler should extends from an abstraction of NativeCompiler (most of it applies to SwiftCompiler) '
'Gradle','Gradle','Gradle','//  TODO: should use target platform to make this decision '
'Gradle','Gradle','Gradle','//  TODO There should be a more explicit way to execute an action against existing services '
'Gradle','Gradle','Gradle','//  Have an unprocessed/new selector for this module. Need to re-select the target version. '
'Gradle','Gradle','Gradle','//  TODO: Assets should probably be a source set too '
'Gradle','Gradle','Gradle','// TODO:instant-execution - use the class generator instead '
'Gradle','Gradle','Gradle','//  TODO - implement this by moving this resolver to live alongside the external resolvers '
'Gradle','Gradle','Gradle','//  TODO This should use the same `MutationValidator` infrastructure that we use for other mutation types '
'Gradle','Gradle','Gradle','//  TODO: we should just cache these classloaders and eject/stop them when they are no longer in use '
'Gradle','Gradle','Gradle','//  TODO - should be >= self closed '
'Gradle','Gradle','Gradle','//  TODO:LPTR We should collect all source sets in the project source set, however this messes up ComponentReportRenderer '
'Gradle','Gradle','Gradle','//  TODO Only log expired workers count, log their "identity" once they are nameable/describable '
'Gradle','Gradle','Gradle','//  TODO This is not nice: work out a better way to collect the plugin requests from invoking the plugins block. '
'Gradle','Gradle','Gradle',"//  TODO This is a brain-dead way to ensure that the reference project's model is ready to access "
'Gradle','Gradle','Gradle','//  TODO - this is not quite right, eg given *,!A->A;*,!B->B the result should be B->A and A->B but will in fact be B-> and A-> '
'Gradle','Gradle','Gradle','//  The very first event starts the Initializing phase   TODO - should use BuildRequestMetaData to determine the build start time '
'Gradle','Gradle','Gradle','//  one should really avoid using this constructor as it is totally inefficient   and reserved to spurious cases when the components have dots in names   (and this can happen if a task name contains dots)'
'Gradle','Gradle','Gradle','//  TODO - bust up this hierarchy and compose using interfaces instead '
'Gradle','Gradle','Gradle',"//  Simulate a stuck worker. There's probably a way to inject this failure... "
'Gradle','Gradle','Gradle','//  TODO - this should be an outgoing variant of the component under test '
'Gradle','Gradle','Gradle','//  Add an install task   TODO - should probably not add this for all executables? '
'Gradle','Gradle','Gradle',"//  TODO:lptr why don't we check runningNodes here like we do in hasNodesRemaining()? "
'Gradle','Gradle','Gradle',"//  Dumb terminal doesn't support ANSI control codes.   TODO - remove this when we use Terminal rather than JAnsi to render to console "
'Gradle','Gradle','Gradle',"//  This is a workaround for https://github.com/gradle/gradle/issues/4241   Several early typed operations have `buildPath` property,   the value of which can only be determined after the settings file for the build has loaded.     The workaround is to buffer all operation notifications in memory until the root build's settings have loaded.   This works because all possible settings files have been evaluated by the time the root one has been.   This is not guaranteed to hold into the future.   A proper solution would be to change the operation details/results to be   truly immutable and convey values known at the time."
'Gradle','Gradle','Gradle','/*  * An amount is an immutable value of some quantity, such as duration or length. Each amount has a decimal value and associated units. * * TODO - need to sort out scaling when dividing or converting between units.  */'
'Gradle','Gradle','Gradle','//  TODO - move this to PropertyValue instead'
'Groovy','Groovy','Groovy',"//  todo: inner class nodes don't have an objectInitializers field available "
'Groovy','Groovy','Groovy','/*          * TODO: Remove after JDK9 is the minimum JDK supported         *         * JDK9+ correctly accounts for the synthetic parameter and when it becomes         * the minimum version this method should no longer be required.          */'
'Groovy','Groovy','Groovy',"//         currently char isn't found due to a bug, so go with Object "
'Groovy','Groovy','Groovy','//  TODO check specified type is assignable from declared param type?   ClassNode type = getMemberClassValue(namedParam, "type"); '
'Groovy','Groovy','Groovy','/*  todo these special cases should be special MetaClasses maybe  */'
'Groovy','Groovy','Groovy','//  @todo - refactor pulling generic parser interface up '
'Groovy','Groovy','Groovy','//  hack to reformat other groovydoc block tags (@see, @return, @param, @throws, @author, @since) into html '
'Groovy','Groovy','Groovy','/*  To swap two children of node t...     *     *<pre>     *   (t)     *    |     *    |     *   (a) -- (b)     *     * t.down = firstNode     * a.right = b     * b.right = null     *</pre>     * becomes     *<pre>     *   (t)     *    |     *    |     *   (b) -- (a)     *     * t.down = b     * a.right = null     * b.right = a     *</pre>     *     * todo - build API of basic tree mutations like this method.      */'
'Groovy','Groovy','Groovy','// TODO: in case of the array we could maybe make a partial check '
'Groovy','Groovy','Groovy','//  TODO: maybe define a Throwable and use it here instead of Object '
'Groovy','Groovy','Groovy','// TODO: change that to get the correct scope '
'Groovy','Groovy','Groovy','/*  * @todo multi threaded compiling of the same class but with different roots * for compilation... T1 compiles A, which uses B, T2 compiles B... mark A and B * as parsed and then synchronize compilation. Problems: How to synchronize? * How to get error messages? *  */'
'Groovy','Groovy','Groovy','// workaround for Groovy-835 '
'Groovy','Groovy','Groovy','// There HAS to be a better way to do this! '
'Groovy','Groovy','Groovy','//  Groovy allows more characters than Character.isValidJavaIdentifier() would allow   if we find a good way to encode special chars we could remove (some of) these checks '
'Groovy','Groovy','Groovy','//  TODO: this might not do enough or too much   But it is a good start without spreading logic everywhere '
'Groovy','Groovy','Groovy','//  hack warning! fragile! TODO find a better way '
'Groovy','Groovy','Groovy',"/*      * TODO: Should return the URI for this source, but we can't know what it is here.     *     * @return null      */"
'Groovy','Groovy','Groovy','//  TODO includes? excludes? '
'Groovy','Groovy','Groovy','//  cast with explicit weaker generics for now to keep jdk6 happy, TODO: find better fix '
'Groovy','Groovy','Groovy','// TODO: report multiple missing labels of the same name only once? '
'Groovy','Groovy','Groovy','//  GROOVY-6337 HACK: in case newly created field is @Lazy '
'Groovy','Groovy','Groovy','//  ignore   TODO should use a low priority logger '
'Groovy','Groovy','Groovy','//  TODO the buffer is not read up to the end, but up to length - 6 '
'Groovy','Groovy','Groovy','//  FIXME no implementation?          SoftDoubleKeyMap.Entry val = (SoftDoubleKeyMap.Entry) assignableMap.getOrPut(klazz, aClass, null); '
'Groovy','Groovy','Groovy','//  todo: this might not work correctly for absolute paths '
'Groovy','Groovy','Groovy',"// TODO: don't ignore inner static classes completely "
'Groovy','Groovy','Groovy','//  TODO store this on root node? reset bodyText? '
'Groovy','Groovy','Groovy','//  TODO use PackageNode instead here? '
'Groovy','Groovy','Groovy','//  TODO: move somewhere else GROOVY-1874 '
'Groovy','Groovy','Groovy','//  TODO consider moving initcode to <clinit> and remaking field final '
'Groovy','Groovy','Groovy','// TODO: inner classes mean a different this-type. This is ignored here! '
'Groovy','Groovy','Groovy',"//  this is only correct in this context here, normally   we would have to compile against compareTo if available   but since we don't compile here, this one is enough "
'Groovy','Groovy','Groovy','//    FIXME: Use List<String> here, current version is not safe   '
'Groovy','Groovy','Groovy','//  temporary hack '
'Groovy','Groovy','Groovy','//  todo windows?? '
'Groovy','Groovy','Groovy','//    HACK: For now force all classes to compile, so we pick up stub changes '
'Groovy','Groovy','Groovy','//  TODO instead of catching Object<T> here stop it from being placed into type in first place '
'Groovy','Groovy','Groovy',"//  TODO should we check package node doesn't already exist? conflict? "
'Groovy','Groovy','Groovy','//  TODO: For GROOVY-2599 do we need something like below but it breaks other things              return (String) invokeMethod(arguments, "toString", EMPTY_ARGS); '
'Groovy','Groovy','Groovy','//  TODO make EmptyExpression work   partially works but not if only thing in script   return EmptyExpression.INSTANCE; '
'Groovy','Groovy','Groovy','//  todo - possibly check for line/col with values of 0 or less... '
'Groovy','Groovy','Groovy','// TODO: this method should really return some kind of meta ClassNode   representing the combination of all bounds. The code here, just picks   something out to be able to proceed and is not actually correct '
'Groovy','Groovy','Groovy',"/*      * NOTE: as per the class javadoc, this class doesn't obey the normal equals/hashCode contract.     * The following field and method could assist some scenarios which required a similar sort of contract     * (but between equals and the custom canonicalHashCode). Currently commented out since we haven't     * found a real need. We will likely remove this commented out code if no usage is identified soon.      */"
'Groovy','Groovy','Groovy','/*      * Represents GenericsType name     * TODO In order to distinguish GenericsType with same name(See GROOVY-8409), we should add a property to keep the declaring class.     *     * fixing GROOVY-8409 steps:     * 1) change the signature of constructor GenericsTypeName to `GenericsTypeName(String name, ClassNode declaringClass)`     * 2) try to fix all compilation errors(if `GenericsType` has declaringClass property, the step would be a bit easy to fix...)     * 3) run all tests to see whether the change breaks anything     * 4) if all tests pass, congratulations! but if some tests are broken, try to debug and find why...     *     * We should find a way to set declaring class for `GenericsType` first, it can be completed at the resolving phase.      */'
'Groovy','Groovy','Groovy','// todo we should flag this when the path is created that this is a field not a prop...   try direct method... '
'Groovy','Groovy','Groovy','// TODO: maybe implement the case localDistance==distance '
'Groovy','Groovy','Groovy','//  major hack here...! '
'Groovy','Groovy','Groovy','//  getTarget(var) can be null in buggy xform code, e.g. Spock <= 1.1   TODO consider removing fixVar once Spock 1.2 is released - replace with informational exception? '
'Groovy','Groovy','Groovy','//  TODO: enforce stricter behavior?   given Map.Entry is an interface, we get a proxy which gives us lots   of flexibility but sometimes the error messages might be unexpected '
'Groovy','Groovy','Groovy','// TODO: maybe do something here? '
'Groovy','Groovy','Groovy','// TODO: more cases here '
'Groovy','Groovy','Groovy','//  TODO refactor to retain richer type information rather than converting to String '
'Groovy','Groovy','Groovy','//  FIXME: all labeled arguments should follow any unlabeled arguments '
'Groovy','Groovy','Groovy','// @todo - is this useful? '
'Groovy','Groovy','Groovy','//  @todo refactor this path '
'Groovy','Groovy','Groovy','//    FIXME: For now just save the first error, should really roll a new message with all of the details   '
'Groovy','Groovy','Groovy','//  should we use a finer grained lock than this? '
'Groovy','Groovy','Groovy',"//  it's better to cache class instances by the source code   GCL will load the unique class instance for the same source code   and avoid occupying Permanent Area/Metaspace repeatedly "
'Groovy','Groovy','Groovy','//  is method object correct type? '
'Groovy','Groovy','Groovy','//  A little bit of paranoid checking here? Most drivers will throw BatchUpdateException perhaps? '
'Groovy','Groovy','Groovy','// TODO After 1.1 we should introspect the meta property and set editable to false if the property is read only '
'Groovy','Groovy','Groovy','// TODO: replace with normal String, p not needed '
'Groovy','Groovy','Groovy','//  @todo should try with just a node as the child '
'Groovy','Groovy','Groovy','//  hack warning!   TODO handle , and ) when they occur within Strings '
'Groovy','Groovy','Groovy','//  TODO: this method is very similar to StaticTypesCheckingSupport#extractGenericsConnections,   but operates on ClassNodes instead of GenericsType '
'Groovy','Groovy','Groovy','// TODO: set correct type here   if setting type and a methodcall is the last expression in a method,   then the method will return null if the method itself is not void too!   (in bytecode after call: aconst_null, areturn) '
'Groovy','Groovy','Groovy','//  TODO handle the owner and delegate cases better for nested scenarios and potentially remove the need for the implicit this case '
'Groovy','Groovy','Groovy','// LOGME   do we ignore it, or fail? '
'Groovy','Groovy','Groovy','//         "The class \'DodgyClass\' has an incorrect modifier synchronized."; '
'Groovy','Groovy','Groovy',"//  we can't have a specialized version of call(Object...) because the dispatch logic in ClosureMetaClass   is too complex! "
'Groovy','Groovy','Groovy','// TODO: implement '
'Groovy','Groovy','Groovy',"//  Don't do this in static initializer because we may never be needed.   TODO: Put this lineSeparator property somewhere everyone can use it. "
'Groovy','Groovy','Groovy',"/*      * NOTE: as per the class javadoc, this class doesn't obey the normal equals/hashCode contract.     * The following field and method could assist some scenarios which required a similar sort of contract     * (but between fastEquals and the custom fastHashCode). Currently commented out since we haven't     * found a real need. We will likely remove this commented out code if no usage is identified soon.      */"
'Groovy','Groovy','Groovy','//  this should always be the case, but adding a test is safer '
'Groovy','Groovy','Groovy','//  TODO: not sure why but groovy.ui.view.BasicContentPane#buildOutputArea classDoc is null '
'Groovy','Groovy','Groovy','//  todo: the check for isWildcard should be replaced with a more complete check '
'Groovy','Groovy','Groovy','//  TODO: is it safe to remove this? What was the original intention? '
'Groovy','Groovy','Groovy','//  TODO is this needed so we can click through on default values?      @Override '
'Groovy','Groovy','Groovy','//  TODO implement below if/when needed '
'Groovy','Groovy','Groovy','//  TODO expose this for stream based stripping? '
'Groovy','Groovy','Groovy',"//  RFC 2045 says that I'm allowed to take the presence of   these characters as evidence of data corruption   So I will   TODO: change this exception type "
'Groovy','Groovy','Groovy','// todo: doesn\'t parse correctly...   assertEquals("class Foo<T super C> {T t}",pretty("class Foo<T super C> {T t}")); '
'Groovy','Groovy','Groovy','//  todo : confirm that TYPE_LOWER_BOUNDS does not have multiple children '
'Groovy','Groovy','Groovy','//  todo: handle vargs! '
'Groovy','Groovy','Groovy','//  TODO: can STCV be made smarter to avoid this check? '
'Groovy','Groovy','Groovy','// TODO: maybe use more specialized type here '
'Groovy','Groovy','Groovy',"//  TODO make this a method to be called from TupleConstructor xform, add check for 'defaults'? "
'Groovy','Groovy','Groovy','//  normally we would do the following   handle = MethodHandles.dropArguments(handle,0,Class.class);   but because there is a bug in invokedynamic in all jdk7 versions    maybe use Unsafe.ensureClassInitialized '
'Groovy','Groovy','Groovy','//  TODO this really should find "best" match or find all matches and complain about ambiguity if more than one   TODO handle getAt with more than one parameter   TODO handle default getAt methods on Java 8 interfaces '
'Groovy','Groovy','Groovy','//  is method name correct? '
'Groovy','Groovy','Groovy','/*      * Compiler configuration.     * <p>     * Used to specify the debug output to print stacktraces in case something fails.     * TODO: Could probably be reused to specify the encoding of the files to load or other properties.      */'
'Groovy','Groovy','Groovy','// TODO: the case of a NoClassDefFoundError needs a bit more research   a simple recompilation is not possible it seems. The current class   we are searching for is there, so we should mark that somehow.   Basically the missing class needs to be completely compiled before   we can again search for the current name. '
'Groovy','Groovy','Groovy','//  TODO below will be deleted once we fix type checker to understand   readonly Map otherwise seen as Map<String, Serializable> '
'Groovy','Groovy','Groovy','//  GROOVY-5814: Immutable is not compatible with @CompileStatic '
'Groovy','Groovy','Groovy','//  todo: remove after putAt(Splice) gets deleted '
'Groovy','Groovy','Groovy','// TODO in Groovy 2.0 use varargs? '
'Groovy','Groovy','Groovy','//  TODO expose this for other usage scenarios, e.g. stream based stripping? '
'Groovy','Groovy','Groovy','/*     A better set of more complete tests of everything below is on the way!     */'
'Groovy','Groovy','Groovy',"//  todo - the visitor doesn't always take PrintStreams as constructor params!  Could be a more reusable implementation than this... "
'Groovy','Groovy','Groovy','//  TODO: remove this visit '
'Groovy','Groovy','Groovy','//  TODO we might wanna only try to resolve the name if we are   on the left hand side of an expression or before a dot? '
'Groovy','Groovy','Groovy',"//  TODO GroovyDoc doesn't parse this file as our java.g doesn't handle this JDK7 syntax "
'Groovy','Groovy','Groovy','//  Convenience hack: try convert single-char strings to ints '
'Groovy','Groovy','Groovy','//  not thread safe '
'Groovy','Groovy','Groovy','//  TODO refactor PIPE to be BITWISE_OR '
'Groovy','Groovy','Groovy','//  Implementation note - there are several ways for the Groovy compiler   to report an unexpected EOF. Perhaps this implementation misses some.   If you find another way, please add it. '
'Groovy','Groovy','Groovy','//  Keep the same default source encoding with the one used by #parseClass(InputStream, String)   TODO should we use org.codehaus.groovy.control.CompilerConfiguration.DEFAULT_SOURCE_ENCODING instead? '
'Groovy','Groovy','Groovy','//  TODO should we make ProxyGenerator singleton? '
'Groovy','Groovy','Groovy','// TODO: this Object[] can be constant '
'Groovy','Groovy','Groovy',"/*  here is a different implementation that uses getProperties(). I have left         * it commented out because it returns a slightly different list of properties;         * i.e. it does not return privates. I don't know what dump() really should be doing,         * although IMO showing private fields is a no-no          */"
'Groovy','Groovy','Groovy',"//  TODO also check for phase after sourceUnit.getPhase()? but will be ignored anyway?   TODO we should only copy those annotations with FIELD_TARGET but haven't visited annotations   and gathered target info at this phase, so we can't do this:   return annotation.isTargetAllowed(AnnotationNode.FIELD_TARGET);   instead just don't copy ourselves for now "
'Groovy','Groovy','Groovy','// todo: these fail because regexp_literals are converted into string_literals on the antlr AST '
'Groovy','Groovy','Groovy','//  TODO remove this once we support declarations in the while condition '
'Groovy','Groovy','Groovy','//  TODO: have to think about how to optimize this! '
'Groovy','Groovy','Groovy','//  TODO cache these?? '
'Groovy','Groovy','Groovy','//  TODO find a way to inject any GroovyLexer/GroovyRecognizer '
'Groovy','Groovy','Groovy',"/*      * TODO(jwagenleitner): remove or fix in future release     *     * According to the spec getContentEncoding() returns the Content-Encoding     * HTTP Header which typically carries values such as 'gzip' or 'deflate'     * and is not the character set encoding. For compatibility in 2.4.x,     * this behavior is retained but should be removed or fixed (parse     * charset from Content-Type header) in future releases.     *     * see GROOVY-8056 and https://github.com/apache/groovy/pull/500      */"
'Groovy','Groovy','Groovy','//             //TODO: test if this is OK with new MOP, should be changed!              // we don\'t want the exception being unwrapped if it is a IllegalArgumentException              // but in the case it is for example a IllegalThreadStateException, we want the unwrapping              // from the runtime              //Note: the reason we want unwrapping sometimes and sometimes not is that the method              // invocation tries to invoke the method with and then reacts with type transformation              // if the invocation failed here. This is OK for IllegalArgumentException, but it is              // possible that a Reflector will be used to execute the call and then an Exception from inside              // the method is not wrapped in a InvocationTargetException and we will end here.              boolean setReason = e.getClass() != IllegalArgumentException.class || this instanceof org.codehaus.groovy.reflection.GeneratedMetaMethod;              return MetaClassHelper.createExceptionText("failed to invoke method: ", this, object, argumentArray, e, setReason);          } '
'Groovy','Groovy','Groovy','//  TODO @Deprecated '
'Groovy','Groovy','Groovy','//  should we throw invalid binding exception?  or fail quietly? '
'Groovy','Groovy','Groovy','//  todo: is there anything to do with the module ??? '
'Groovy','Groovy','Groovy','// TODO: we should consider calling this one directly for MetaClassImpl,        then we save the new method selection '
'Groovy','Groovy','Groovy',"//  todo will 'super' be allowed in non-parentheses method call styles? "
'Groovy','Groovy','Groovy',"// todo AntlrParserPlugin: Unexpected node type: '.' found when expecting type: an identifier   fails after parser "
'Groovy','Groovy','Groovy','//                     TODO: should be better check for case when only diff in modifiers can be SYNTHETIC flag                      && method.getModifiers() == aMethod.getModifiers() '
'Groovy','Groovy','Groovy','//  TODO: checking for isThisOrSuper is enough for AttributeExpression, but if this is moved into   visitAttributeOrProperty to handle attributes and properties equally, then the extended check should be done '
'Groovy','Groovy','Groovy','// TODO: These are the arguments for -p and -i.  Why are we searching using Groovy script extensions?   Where is this documented? '
'Groovy','Groovy','Groovy','//  TODO decide if we should support VOLATILE '
'Groovy','Groovy','Groovy','//  the groovy.compiler.strictNames system property is experimental and may change default value or be removed in a future version of Groovy '
'Groovy','Groovy','Groovy','//  TODO: delete this constant? '
'Groovy','Groovy','Groovy','//  TODO track Deprecated usage and give a warning? '
'Groovy','Groovy','Groovy',"//  fail early with a direct message if possible') "
'Groovy','Groovy','Groovy','//  Java2Groovy produces a slightly different tree structure (TODO fix converter or java.g instead?) '
'Groovy','Groovy','Groovy','// TODO: maybe use a different bootstrap method since no arguments are needed here '
'Groovy','Groovy','Groovy','/*          * TODO : Enable auto ".groovy" extension replacing here!         * http://cvs.groovy.codehaus.org/viewrep/groovy/groovy/groovy-core/src/main/groovy/servlet/GroovyServlet.java?r=1.10#l259          */'
'Groovy','Groovy','Groovy','//  TODO: spread safe should be handled inside '
'Groovy','Groovy','Groovy','//  TODO: do we need to lock down things like: $ownClass '
'Groovy','Groovy','Groovy','//  todo : are there other import types that can be specified? '
'Groovy','Groovy','Groovy','//  TODO consider creating an element for this '
'Groovy','Groovy','Groovy','//  try to get a better error message location based on the property '
'Groovy','Groovy','Groovy','//  TODO: add more tests in here (is there a way to share snippets with SourcePrinterTest?) '
'Groovy','Groovy','Groovy','// TODO: create a WriteOnlyException class? '
'Groovy','Groovy','Groovy','//  TODO: if our code can never access inspect in this way, it would be better '
'Groovy','Groovy','Groovy',"//  TODO: investigate the trait exclusion a bit further, needed otherwise   CallMethodOfTraitInsideClosureAndClosureParamTypeInference fails saying   not static method can't be called from a static context "
'Groovy','Groovy','Groovy','// TODO: need errors for write-only too! '
'Groovy','Groovy','Groovy','// TODO: optimize: add guard based on type Closure '
'Groovy','Groovy','Groovy','//  TODO fix '
'Groovy','Groovy','Groovy','//  TODO remove? '
'Groovy','Groovy','Groovy','//  todo: should this be directly handled by getPlainNodeReference? '
'Groovy','Groovy','Groovy','// TODO: apply generics on parameter[0]?                                  storeType(pexp, setter.getParameters()[0].getType()); '
'Groovy','Groovy','Groovy','// TODO: more than one lower bound for wildcards? '
'Groovy','Groovy','Groovy',"//  BUG! exception in phase 'conversion' in source unit 'Script1.groovy' null   fails after parser "
'Groovy','Groovy','Groovy','//  TODO: Add methods like addMetaConstructor, addMetaAttribute, addMetaAnnotation etc. '
'Groovy','Groovy','Groovy','//  todo: above is not quite the spacing I would expect, but good enough for now...   todo not yet implemented in parser: assertEquals("(new Outer()).super()", pretty("(new Outer()).super()")); '
'Groovy','Groovy','Groovy',"//  GROOVY-7316 : it is an apparently legal thing to allow this. It's not type safe, "
'Groovy','Groovy','Groovy','//  TODO handle ACC_SYNTHETIC for enum method parameters? '
'Groovy','Groovy','Groovy','//  TODO: change this exception type '
'Groovy','Groovy','Groovy','//  by default use GrapeIvy  TODO META-INF/services resolver? '
'Groovy','Groovy','Groovy','//  this is a limitation that must be removed in a future version   we cannot check generic type arguments if there are default parameters! '
'Groovy','Groovy','Groovy','//  todo : type inference on maps and lists, if possible '
'Groovy','Groovy','Groovy',"//  HACK: JavaStubGenerator could have snuck in a constructor we don't want "
'Groovy','Groovy','Groovy','// TODO: apply right generics here! '
'Groovy','Groovy','Groovy',"// TODO: get the type's of the expressions to specify the   list type to List<X> if possible. "
'Groovy','Groovy','Groovy','//  TODO a better way to do this? '
'Groovy','Groovy','Groovy',"//  TODO make @CS lookup smarter so that we don't need both these maps "
'Groovy','Groovy','Groovy','// TODO: that is just a quick prototype, not the real thing! '
'Groovy','Groovy','Groovy','//  TODO IllegalArgumentException for marginChar.length() > 1 ? Or support String as marker? '
'Groovy','Groovy','Groovy','// todo, the spacing here is... unusual '
'Groovy','Groovy','Groovy','//  should we check interfaces as well?  if so at what level? '
'Groovy','Groovy','Groovy','//  TODO add generics support so this can be used for @EAHC '
'Groovy','Groovy','Groovy','//  since the calling code will push the type again, we better remove it here '
'Groovy','Groovy','Groovy','//  cater for explicit href in e.g. @see, TODO: push this earlier? '
'Groovy','Groovy','Groovy','// TODO: if rhs is VariableSlotLoader already, then skip crating a new one '
'Groovy','Groovy','Groovy',"//  todo: inner class nodes don't have a constructors field available "
'Groovy','Groovy','Groovy',"//  FRICKIN' HACK!!!!! For some reason, deleting a string at offset 0   does not get done properly, so first replace and remove after parsing "
'Groovy','Groovy','Groovy',"//  note: def not needed in parameter declarations, but it is valid  todo: is it ok to strip out 'def' from parameter declarations? "
'Groovy','Groovy','Groovy',"// TODO: get the type's of the expressions to specify the   map type to Map<X> if possible. "
'Groovy','Groovy','Groovy','// todo spacing is odd, c.f. last space in class vs interface above '
'Groovy','Groovy','Groovy','//  todo - 17 July 2006 - test fine, however this parses but causes error in AntlrParserPlugin   fails after parser '
'Groovy','Groovy','Groovy','//  TODO expose this for stream based scenarios? '
'Groovy','Groovy','Groovy',"//  TODO This is the only area where this MetaClass needs to do some interception because Groovy's current   MetaClass uses hard coded references to the java.lang.reflect.Constructor class so you can't simply   inject Constructor like you can do properties, methods and fields. When Groovy's MetaClassImpl is   refactored we can fix this "
'Groovy','Groovy','Groovy','//  TODO: is there a better way to do this? '
'Groovy','Groovy','Groovy','//  TODO FIX if empty, AssertionWriter fails because source text is null '
'Groovy','Groovy','Groovy',"//  TODO this won't strictly be true when using list expansion in argument calls "
'Groovy','Groovy','Groovy','//  should always be the case, but safe guard is better '
'Groovy','Groovy','Groovy','// TODO: remove this method if possible by switchpoint usage '
'Groovy','Groovy','Groovy','//  are we a local variable?   it should not be an explicitly "this" qualified method call   and the current class should have a possible method '
'Groovy','Groovy','Groovy','//  TODO: move somewhere else '
'Groovy','Groovy','Groovy',"//  TODO: Shouldn't these extensions be kept elsewhere?  What about CompilerConfiguration?   This method probably shouldn't be in GroovyMain either. "
'Groovy','Groovy','Groovy','/*  Should we make the following method private?  */'
'Groovy','Groovy','Groovy','// FIXME the warning message will NPE with what I have :( '
'Groovy','Groovy','Groovy','//  TODO need returnType.qualifiedTypeName() here '
'Groovy','Groovy','Groovy','// FIXME: do we really want this() to create a new object regardless   the position.. for example not as first statement in a constructor   this=first statement in constructor is handled by specialConstructorCallExpression '
'Groovy','Groovy','Groovy','/*  *  todo: order methods alphabetically (implement compareTo enough?)  */'
'Groovy','Groovy','Groovy','//  todo: performance would be better if we created a StringBuilder '
'Groovy','Groovy','Groovy','//  TODO remove dupe with SimpleGroovyType '
'Groovy','Groovy','Groovy','// TODO: more finals? '
'Groovy','Groovy','Groovy','//  ugly hack   type definition, i.e.   int[] x; '
'Groovy','Groovy','Groovy','//  GROOVY-8914: pre-compiled classes lose synthetic boolean - TODO fix earlier as per GROOVY-4346 then remove extra check here '
'Groovy','Groovy','Groovy','//  TODO: Should we have some unified function like PrintWriter.checkError()? '
'Groovy','Groovy','Groovy','// TODO: check if this part is actually used '
'Groovy','Groovy','Groovy','//  todo: above is not quite the spacing I would expect, but good enough for now... '
'Groovy','Groovy','Groovy','//  TODO consider moving next two statements "up a level", i.e. have just one more widely invoked '
'Groovy','Groovy','Groovy','//  TODO: this should go away once we have proper tags '
'Groovy','Groovy','Groovy','/*  @todo we should check if we have the property with the metaClass instead of try/catch   */'
'Groovy','Groovy','Groovy',"//  TODO shouldn't really be treating annotation fields as methods - remove this hack "
'Groovy','Groovy','Groovy','//  TODO intern types?   TODO configureAST(...) '
'Groovy','Groovy','Groovy',"//  todo - inline open block is great, but it doesn't work as one would expect (yet). (c.f. with)   slist inside a method body (needed label to distinguish from a closure)   slist inside each case body... "
'Groovy','Groovy','Groovy','/*              * TODO treble equal?             return binaryExpression(Types.COMPARE_IDENTICAL, node);             case ???:             return binaryExpression(Types.LOGICAL_AND_EQUAL, node);             case ???:             return binaryExpression(Types.LOGICAL_OR_EQUAL, node);              */'
'Groovy','Groovy','Groovy','//  FIXME:  What should we use as the base URI?   It is unlikely we get to this point with a relative URI since making a URL   from will make it absolute I think.  But lets handle the simple case of   using file paths and turning that into an absolute file URI.   So we will use the current working directory as the base. '
'Groovy','Groovy','Groovy','// todo the following is legal Java, but pretty strange...?   fails after parser '
'Groovy','Groovy','Groovy','//  TODO should this really be static???   cleared on build(), to be safe '
'Groovy','Groovy','Groovy','//  TODO validate args? '
'Groovy','Groovy','Groovy','// TODO Joche: replace with real implementation '
'Groovy','Groovy','Groovy','//  Shall we allow this ? Using Boolean ctors is usually not what user wants... '
'Groovy','Groovy','Groovy',"//  GROOVY-8174: we'd like stricter checking here but many drivers currently in use just aren't consistent enough, so we log "
'Groovy','Groovy','Groovy',"//  Create one script per socket connection.   This is purposefully not caching the Script   so that the script source file can be changed on the fly,   as each connection is made to the server.  FIXME: Groovy has other mechanisms specifically for watching to see if source code changes.   We should probably be using that here.   See also the comment about the fact we recompile a script that can't change. "
'Groovy','Groovy','Groovy','// todo test newlines inside strings somehow... '
'Groovy','Groovy','Groovy','// TODO: maybe use more special type StringBuffer here '
'Groovy','Groovy','Groovy','/*              * Other internal error. Perhaps syntax?!              */'
'Groovy','Groovy','Groovy','/*               Currently leaving BigInteger and BigDecimal in list but see:              http://bugs.sun.com/bugdatabase/view_bug.do?bug_id=6348370              Also, Color is not final so while not normally used with child              classes, it isn\'t strictly immutable. Use at your own risk.              This list can by extended by providing "known immutable" classes              via Immutable.knownImmutableClasses              */'
'Groovy','Groovy','Groovy',"//  todo - incomplete, as body of do...while... should be executed at least once, which this doesn't provide. "
'Groovy','Groovy','Groovy','//  we found multiple matching methods   this is a problem, because we can use only one   if it is a getter, then use the most general return   type to decide which method to use. If it is a setter '
'Groovy','Groovy','Groovy','//  todo: replace with a real fast path unary expression helper when available '
'Groovy','Groovy','Groovy','// TODO: if we would know exactly which paths require the exceptions        and which paths not, we can sometimes save this guard  '
